N,Código,Tipo de muestra,x,y,Zona,Hoja,Nombre del proyecto,Año del proyecto ,N° Boletín,Serie,Año de Publicación,Región,Reporte,Laboratorio,Análisis,Geología,Au_g/Tm,Hg_ppb,Ag _ppm,Ba_ppm,Co_ppm,Cr_ppm,Cu_ppm,La _ppm,Li_ppm,Ni_ppm,Pb_ppm,Sc_ppm,Rb_ppm,Sr_ppm,V_ppm,Zn_ppm,As_ppm,Bi_ppm,Cd_ppm,Mo_ppm,Sb_ppm,Tl_2_ppm,W_2_ppm,Al_pct,Ca_pct,Fe_pct,K_pct,Mg_pct,Mn_pct,Na_pct,P_pct,Si_pct,Ti_pct,Y_ppm,Zr_ppm,Be_ppm,Ce_ppm,Cs_ppm,Dy_ppm,Er_ppm,Eu_ppm,Ga_ppm,Gd_ppm,Hf_ppm,Ho_ppm,In_ppm,Lu_ppm,Nb_ppm,Nd_ppm,Pr_ppm,Sm_ppm,Ta_ppm,Tb_ppm,Th_ppm,Tm_ppm,U_ppm,W_1_ppm,Yb_ppm
340,23n-RGQ24-009,Rocas,527329,8741871,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III",Metandesita gris de tonalidad melanócrata y textura afanítica con diseminación de pirita fina anhedral. Fracturas rellenadas con óxidos (Azimut N320° / Buzamiento 45°NE).,na,na,<0.5,1614,36,86,78,42,78,49,35,31,289,106,260,206,21,<10,<1,<2,<2,1,<5,10.72,0.1,6.47,5.58,0.81,0.06,0.51,0.13,23.08,1.54,63,375,3.7,127,3.67,12,6.5,3.9,31,12.3,10.3,2.2,<0.2,0.83,26.5,62.2,16.1,13.9,1.6,1.9,14.3,0.9,3.6,1,5.8
341,23n-RGQ24-010,Rocas,527760,8742382,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Estructura tipo brecha de reemplazamiento, monomíctica de matriz soportada, conformada por polvo de roca cementada por sílice y óxidos (N 210° / 70°NE y ancho de 0.40 m). La roca caja es una metandesita gris.",na,na,<0.5,792,13,19,11,7,9,11,<5,<5,111,27,47,7,7,<10,<1,2,<2,0.6,<5,3.98,0.07,2.94,3.46,0.22,0.09,0.05,0.08,37.25,0.61,11,659,0.7,18.6,1.08,2.2,1.3,0.6,9.7,2.1,16.4,0.4,<0.2,0.28,7.8,9.2,2.3,2.2,0.7,0.3,5.4,0.2,1.7,<1,1.6
342,23n-RGQ24-012,Rocas,527958,8742860,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Cuerpo de Brecha de reemplazamiento, monomíctica y matriz soportada, conformada por polvo de roca cementada por sílice y óxidos, fragmentos de metandesita gris afanítica de forma subangulosa, Ø 1 a 5 cm con venillas y diseminación de pirita fina anhedral que se alteró a óxidos de Fe. Azimut N 210° / Buzamiento 35°NE, dimensiones: 40 m de largo por 50 m de alto.",na,na,<0.5,601,55,62,64,24,154,47,6,18,80,80,192,121,23,<10,<1,4,<2,0.6,<5,8.23,0.27,10.05,1.74,2.18,0.1,1.28,0.09,24.32,1.09,30,213,2.7,79.4,5.47,6.5,3.4,1.6,25.2,6.9,5.7,1.2,<0.2,0.48,18.9,38.3,10.1,8.4,1.2,1.1,9.9,0.5,3.1,1,3.3
343,23n-RGQ24-013,Rocas,527958,8742856,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Cuerpo de Brecha de reemplazamiento, monomíctica matriz soportada conformada por polvo de roca cementada por sílice y óxidos, fragmentos de metandesita gris afanítica de forma subangulosa, Ø 1 a  5 cm con jarosita, goethita y sílice. Azimut N 220° / Buzamiento 30°NW, dimensiones: 80 m de largo por 50 m de alto.",na,na,0.6,1013,34,80,82,49,82,53,9,25,230,80,228,64,12,<10,<1,3,<2,0.8,<5,9.11,0.36,7.78,3.19,1.81,0.04,0.81,0.1,24.82,1.21,48,212,2.7,101.3,6.94,9,4.7,2.6,28.7,9.3,6,1.7,<0.2,0.6,20.9,49.5,13,10.8,1.4,1.4,11.4,0.7,4,1,4.3
344,23n-RGQ24-014,Rocas,525482,8737267,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Diorita gris de tonalidad melanócrata y textura fanerítica equigranular con plagioclasas subhedrales, cuarzo, anfíboles, biotitas anhedrales y anfiboles hipidiomórficos; presencia de alteración propilítica moderada (clorita-magnetita-pirita). Fractuas rellenadas de goethita (N65°/70°NW).",na,na,<0.5,573,36,238,48,43,14,78,<5,21,71,368,145,102,<5,<10,<1,<2,<2,<0.5,<5,7.64,6.51,8.5,1.51,4.38,0.17,2.21,0.54,22.1,1.35,49,317,1.6,100.1,1.11,9,4.8,2.7,19.4,10.2,7.3,1.7,<0.2,0.63,17.6,53,13.2,11.8,1.2,1.5,5.5,0.7,1.9,<1,4.3
345,23n-RGQ24-015,Rocas,526018,8738208,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Monzogranito color gris blanquecino, tonalidad mesocrata y textura fanerítica equigranular, con feldespatos K (30 %) subhedrales, plagioclasas (40 %) subhedrales, cuarzo (30%) y fantasmas de biotita. Silicificación moderada y fracturas rellenadas con óxidos (N320° / 80°NE).",na,na,<0.5,36,2,4,77,22,3,<5,15,<5,152,8,<10,5,<5,<10,<1,<2,<2,0.6,<5,7.29,0.17,1.18,4.29,0.18,0.01,2.36,0.01,33.73,0.08,53,209,4.5,65.8,0.89,9.4,5.7,1,23.1,7.6,8.6,1.9,<0.2,0.85,38,29.7,8.1,7.8,3.5,1.4,32,0.9,7.4,1,5.9
346,23n-RGQ24-016,Rocas,527284,8739274,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Monzogranito color gris blanquecino, textura equigranular; feldespatos K (30 %) y plagioclasas (40 %) subhedrales, cuarzo (30 %) y ferromagnesianos fuertemente oxidados anhedrales, con silicificación. Fracturas rellenadas con goethita (N335°/60°NE).",na,na,<0.5,249,4,4,2,62,11,<5,13,<5,162,46,<10,21,<5,<10,<1,<2,<2,<0.5,<5,8.25,0.39,1.83,3.63,0.33,0.04,3.12,0.02,31.84,0.14,69,293,4.2,131.7,0.59,11.9,7.4,1.3,27.4,9.5,10,2.4,<0.2,1.21,23.1,46.7,13.6,10.6,1.4,1.7,34,1.1,5.9,<1,7.8
347,23n-RGQ24-017,Rocas,527075,8739213,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Monzogranito color gris blanquecino, tonalidad mesócrata, textura fanerítica inequigranular; compuesto de feldespatos K (30 %) subhedrales, plagioclasas (40 %) subhedrales, cuarzo (30 %) y ferromagnesianos anhedrales; fracturas rellenadas con óxidos (N140° / 75°SW).",na,na,<0.5,208,1,6,2,25,6,<5,16,<5,168,38,<10,6,<5,<10,<1,<2,<2,<0.5,<5,7.32,0.32,0.86,3.88,0.06,0.02,2.76,0.01,34.24,0.07,44,204,3,86.3,1.05,6.9,4.5,0.6,22.2,5.1,7.3,1.4,<0.2,0.72,18.5,26.8,8,5.7,1.9,1,22.5,0.7,5.8,1,5
348,23n-RGQ24-018,Rocas,527457,8742942,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Cuerpo de Brecha de reemplazamiento, monomíctica y de matriz soportada, conformada por polvo de roca cementada por sílice y óxidos, fragmentos de metandesita gris afanítica de forma subangulosa, Ø ?1 cm, Ø de 4 cm a 6 cm, Ø ? 10 cm, con jarosita, goethita, hematita y sílice. Aziut N220° / Buzamiento 30°NW, dimensiones 80 m de largo por 80 m de alto.",na,na,<0.5,1205,56,81,119,44,82,60,12,21,168,45,279,175,7,<10,<1,7,<2,0.8,<5,9.54,0.16,8.15,3.27,1.51,0.07,0.5,0.11,25.1,1.22,47,252,3.1,99,4.51,9.1,4.8,2,27.8,9.1,6.6,1.7,<0.2,0.61,20.3,48.2,12.7,10.8,1.3,1.4,10.9,0.7,4.8,1,4.4
349,23n-RGQ24-018a,Rocas,529023,8742587,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Monzogranito color gris blanquecino, textura fanerítica  inequigranular, feldespatos K (30 %) subhedrales, plagioclasas (40 %) subhedrales, cuarzo (30 %), anfíboles y biotitas anhedrales, fracturas rellenadas con óxidos (N140° / 75°SW).",na,na,<0.5,817,17,16,9,32,13,9,20,7,41,313,84,135,<5,<10,<1,<2,<2,<0.5,<5,9.29,1.63,5.23,2.09,1.25,0.08,3.08,0.13,26.1,0.47,11,299,1.6,80.9,0.49,2.7,1.3,1.8,28.8,4.2,7.7,0.5,<0.2,0.17,8.2,33.6,9.3,5.8,<0.5,0.5,1.2,0.2,0.6,<1,1.1
350,23n-RGQ24-019,Rocas,529463,8742585,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Monzogranito color gris blanquecino, tonalidad mesócrata, textura fanerítica  inequigranular; contiene feldesapatos K (30 %) subhedrales, plagioclasas (40 %) subhedrales, cuarzo (30 %), hornblenda y biotita anhedrales. Fracturas tapizadas con goethita-jarosita (N190° / 40°SW).",na,na,0.6,1685,7,9,24,9,13,11,27,<5,26,390,33,48,<5,<10,<1,<2,<2,<0.5,<5,7.83,1.36,1.58,2.15,0.42,0.03,2.79,0.02,32.53,0.18,<5,155,1.3,26.6,0.12,0.5,0.3,1.4,17.4,0.8,5.1,<0.1,<0.2,<0.15,2,8.1,2.6,1.1,<0.5,<0.1,0.8,<0.1,0.7,<1,0.4
351,23m-RGQ24-022,Rocas,447608,8747057,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III",Esquisto micáceo gris verdoso de textura lepidoblásticas y alteración sericítica moderada y cloritización débil con presencia de lentes de cuarzo blanco. Azimut N260°/ Buzamiento 20°NW.,na,na,<0.5,370,15,57,12,51,46,37,7,10,102,71,84,56,<5,<10,<1,<2,<2,<0.5,<5,6.89,0.28,3.67,1.7,1.24,0.06,0.95,0.11,32.59,0.42,41,459,2.3,116.2,2.88,8,4.4,1.6,16.5,8.2,12.8,1.5,<0.2,0.64,12.7,49,13.5,10.3,1.1,1.3,19.8,0.6,3.9,1,4.4
352,23m-RGQ24-023,Rocas,447246,8747259,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III",Esquisto micáceo gris verdoso de textura lepidoblástica y alteración sericítica moderada con lentes de cuarzo blanco. Fracturas rellenadas con goethita-jarosita.  Azimut N200° / Buzamiento 40°SW.,na,na,0.9,496,20,79,49,45,46,43,10,15,112,99,116,83,<5,<10,<1,<2,<2,<0.5,<5,7.45,0.48,4.27,1.84,1.35,0.07,1.14,0.16,31.52,0.55,43,361,2.9,115.1,3.32,8.1,4.2,1.9,19.5,8.6,10.9,1.5,<0.2,0.61,15.3,50.7,13.9,11,1.2,1.4,19,0.6,4.1,1,4
353,23m-RGQ24-024,Rocas,446952,8747423,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III",Esquisto micáceo gris verdoso de textura lepidoblástica y alteración sericítica moderada con lentes de cuarzo blanco. Fracturas rellenadas con goethita-jarosita. Azimut N335° / Buzamiento 60°SW.,na,na,<0.5,704,18,81,29,38,45,47,19,16,82,123,161,88,<5,<10,<1,<2,<2,0.6,<5,10.21,0.43,5.03,2.57,1.5,0.06,1.56,0.16,26.7,0.62,34,270,3.5,95.3,4.52,6.8,3.5,1.6,24.4,6.8,7.4,1.2,<0.2,0.52,18.4,40.6,11,8.4,1.4,1.1,18.4,0.5,3.5,2,3.4
354,23m-RGQ24-025,Rocas,466927,8769816,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Sienogranito color rojizo, tonalidad mesócrata, textura granítica, alteración argílica moderada. Fracturas tapizados por óxidos. Azimut N215° / Buzamiento 80°NW.",na,na,0.7,269,5,1,13,95,31,<5,24,<5,589,2,<10,50,10,<10,<1,<2,<2,2.9,<5,15.18,0.01,1.64,4.13,0.05,0.04,0.08,0.01,23.88,0.06,115,375,10.6,275,13.35,18.7,12.6,0.4,61.1,12.2,13.8,4.1,<0.2,1.65,128.3,107.7,31.2,18.4,8.4,2.6,118.9,1.9,16.5,3,12.7
355,23m-RGQ24-026,Rocas,466999,8770029,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Venillas de sílice y óxidos, con halo argílico. Roca caja sienogranito color rojizo, alteración argílica y moderada oxidación. Sistema 1: N310° / 65°SW, Sistema 2: N320° / 80°NE y Sistema 3: EW / 40°S.",na,na,<0.5,245,4,2,33,346,22,<5,10,<5,800,2,<10,62,22,<10,<1,3,<2,2.9,<5,13.39,0.02,4.12,4.81,0.09,0.06,0.09,<0.01,23.54,0.06,167,361,8.4,230.2,7.67,24.4,17.3,1.4,63.9,24.8,11.6,5.4,0.3,2.36,75.8,392.7,112.2,65.2,5.5,3.7,84.1,2.7,25.4,4,17.7
356,23m-RGQ24-027,Rocas,467005,8769953,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Sienogranito color rojizo, tonalidad mesócrata, textura granítica, alteración argílica moderada. Fracturastapizados por óxidos. Azimut N215° / Buzamiento 80°NW.",na,na,<0.5,310,2,2,7,167,26,<5,<5,<5,551,32,<10,14,5,<10,<1,5,<2,3.9,<5,10.1,0.05,0.8,6.09,0.1,0.02,1.33,<0.01,30.18,0.08,239,341,10.2,306.3,7.63,38.9,20.9,1.6,43.6,41.2,11.8,7.1,<0.2,2.6,103.7,270.5,81.3,59.8,9.1,6.5,133.9,3.1,21,4,20.4
357,23m-RGQ24-028,Rocas,465260,8772363,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Venilla de cuarzo drusico, oquedades tapizadas con óxidos y sulfuros grises (N80° / 60°NW). Roca caja sienogranito color rojizo, argilizado .",<0.027,14,0.9,119,4,5,66,37,21,<5,38,<5,302,27,<10,101,<5,<10,<1,<2,<2,1.6,42,2.57,0.04,3.76,2.14,0.08,0.02,0.05,<0.01,39.84,0.04,63,110,2.6,55.1,6.46,9.4,5.9,0.4,13.5,7,4,1.9,1.2,0.98,30.8,32.4,9.1,9.2,3,1.3,22.2,0.9,6.3,39,6.7
358,23m-RGQ24-029,Rocas,466500,8771083,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Contacto entre el sienogranito cortado por el monzogranito con alteración argílica fuerte, con venillas tipo stocwork conteniendo cuarzo-goethita-jarosita (Sistema 1: N160° / 65°SW, Sistema 2:  N150° / 70°SW y Sistema 3: N330° / 65°NE).",na,na,<0.5,41,2,1,<2,18,128,<5,27,<5,1327,<2,<10,15,12,<10,<1,<2,<2,4.1,<5,12.52,<0.01,0.75,5.07,<0.01,<0.01,0.15,<0.01,27.94,0.01,40,216,22.1,44.5,35.4,6.5,5,0.1,58,3.7,17.8,1.4,<0.2,1.07,158.8,17.1,5.1,4.6,18.1,0.8,68.9,0.9,12,3,7.2
359,23m-RGQ24-030,Rocas,466419,8770934,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Sienogranito color rojizo, tonalidad mesócrata, textura granítica - inequigranular, feldespatos K (60 %) subhedrales, plagioclasas (10%) subhedrales, cuarzo (30%) anhedral y ferromagnesianos alterados a hematita, con venillas dispuestas en forma paralela con halos de arcillas blancas (N200°-205° / 40°-35°NW y anchos de 1 cm a 2 cm).",na,na,<0.5,209,4,<1,3,583,68,<5,8,<5,588,18,<10,40,13,<10,<1,<2,<2,2.1,7,7.74,0.02,2.19,3.58,0.22,0.01,0.06,<0.01,33.16,0.11,216,339,7.5,157.3,15.01,38.5,18.6,5.4,39.6,65.8,12.3,6.7,<0.2,2.27,78,395.8,117,98.4,6.7,7.7,65.1,2.6,11.2,7,16.7
360,23m-RGQ24-031,Rocas,466767,8770836,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Sienogranito color rojizo, tonalidad mesócrata, textura granítica - inequigranular, feldespatos K (60 %) subhedrales, plagioclasas (10 %) subhedrales alterándose a arcillas blancas, cuarzo (30 %) anhedral y ferromagnesianos alterados a óxidos, con venillas de óxidos (N165°-/55°205°/40°-35°NW Anc 1 a 2 cm.",na,na,<0.5,213,2,2,9,837,11,<5,17,<5,714,8,11,54,20,<10,<1,<2,<2,2.8,15,14.17,0.01,4.06,3.74,0.16,0.05,0.04,<0.01,23.77,0.06,351,136,14.4,376.4,26.93,68.6,27.4,5.8,62.2,106.8,5.1,10.9,0.2,2.63,110,584.4,174,135.9,7.9,14,83.7,3.5,12.8,14,20.4
361,23m-RGQ24-032,Rocas,466019,8770754,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Sienogranito color rojizo, tonalidad mesócrata, textura granítica - inequigranular, feldespatos K (60 %) subhedrales, plagioclasas (10 %) subhedrales alterándose a arcillas blancas , cuarzo (30 %) anhedral y ferromagnesianos alterados óxidos; venillas con óxidos (Sistema 1: N160° / 75°SW y Sistema 2: N80°/45°SE).",na,na,0.6,485,6,2,6,180,6,6,11,<5,614,22,<10,21,8,<10,<1,<2,<2,2.4,<5,14.6,0.02,1.63,5.19,0.05,<0.01,0.13,0.02,23.94,0.13,276,936,9.3,214.1,6.75,46.8,27,2.4,56.7,38.4,36.1,9,<0.2,3.82,122.3,208.7,60.4,50.3,11.7,7.1,123.3,4.1,24.5,4,27.8
362,23m-RGQ24-034,Rocas,466321,8770411,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Sienogranito color rojizo, tonalidad mesócrata, textura granítica - inequigranular, feldespatos K (60 %) subhedrales, plagioclasas (10 %), cuarzo (30 %) anhedral y ferromagnesianos alterados a óxidos; venillas de cuarzo-goethita-jarosita-hemathita (N200° / 50°NW y ancho de 2 cmI.",na,na,<0.5,269,4,2,17,225,12,<5,6,<5,387,29,<10,32,8,<10,<1,5,<2,1.9,9,12.73,0.02,5.26,3.03,0.08,0.02,0.06,<0.01,25.32,0.09,134,457,9.5,174.1,5.32,22.2,13.6,1.5,54.4,22.3,17.2,4.4,<0.2,1.88,81.2,196.6,57.4,36.7,6.2,3.6,66.9,2,15.2,9,13.7
363,23m-RGQ24-035,Rocas,466266,8770184,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Sienogranito color rojizo, tonalidad mesócrata y textura granítica -equigranular, feldespatos K (60 %) subhedrales, plagioclasas (10 %) subhedrales alterándose a arcillas blancas , cuarzo (30 %) anhedral y ferromagnesianos alterados a óxidos, con fracturas rellenas de hematita y goethita (N10° / 75°SW).",na,na,<0.5,6,2,2,6,103,8,<5,15,6,56,<2,<10,11,<5,<10,<1,<2,<2,<0.5,5,19.57,0.01,2.37,0.32,0.08,<0.01,<0.01,0.02,19.02,0.25,221,1365,9,309,2.15,35.2,26.3,0.7,76.8,18,55.2,7.8,<0.2,4.18,194.7,81.9,25.5,20.4,18.3,4.3,172.9,4.4,36.1,6,30.4
364,23m-RGQ24-036,Rocas,446350,8749040,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III","Contacto entre el esquisto micáceos gris verdoso y la diorita, con venillas de cuarzo blanco, pirita y goethita-jarosita.",na,na,<0.5,1021,16,69,80,66,34,27,19,14,132,114,116,92,<5,<10,<1,<2,<2,0.6,<5,8.24,0.78,4.55,2.36,1.36,0.12,0.91,0.13,30.4,0.6,38,300,2.9,153.8,6.34,8.3,3.8,2.1,22.8,9.8,8.1,1.4,<0.2,0.49,16.9,63.1,17.6,13,1.4,1.5,24.1,0.5,4.5,2,3.4
365,23m-RGQ24-037,Rocas,446350,8749066,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,200-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Apófisis dioríticos gris melanócrata de textura fanerítica, compuesta de cristales de plagioclasas y ferromagnesianos subhedrales con diseminación de pirita y trazas de calcopirita. Fracturas rellenadas con goethita-jarosita (N280° / 50°NE).",<0.027,<10,<0.5,299,20,16,23,29,21,6,<5,24,64,318,126,119,<5,<10,<1,<2,<2,<0.5,<5,7.75,4.55,8.66,1.2,1.94,0.19,2.62,0.4,24.81,1.25,53,276,2.3,72.2,2.79,9.3,5.1,3.3,23.4,9.4,6.9,1.8,<0.2,0.67,17.6,42.8,10.1,10.6,1.1,1.5,5.5,0.7,1.5,<1,4.6
